FID	IID	Project	Region	Population	Genetic_Region
HG00619	HG00619	1000 Genomes	EAS	CHS	EAS
HG00620	HG00620	1000 Genomes	EAS	CHS	EAS
HG00621	HG00621	1000 Genomes	EAS	CHS	EAS
HG00622	HG00622	1000 Genomes	EAS	CHS	EAS
HG00623	HG00623	1000 Genomes	EAS	CHS	EAS
HG00625	HG00625	1000 Genomes	EAS	CHS	EAS
HG00626	HG00626	1000 Genomes	EAS	CHS	EAS
HG00627	HG00627	1000 Genomes	EAS	CHS	EAS
HG00628	HG00628	1000 Genomes	EAS	CHS	EAS
HG00629	HG00629	1000 Genomes	EAS	CHS	EAS
HG00630	HG00630	1000 Genomes	EAS	CHS	EAS
HG00631	HG00631	1000 Genomes	EAS	CHS	EAS
HG00632	HG00632	1000 Genomes	EAS	CHS	EAS
HG00634	HG00634	1000 Genomes	EAS	CHS	EAS
HG00635	HG00635	1000 Genomes	EAS	CHS	EAS
HG00636	HG00636	1000 Genomes	EAS	CHS	EAS
HG00637	HG00637	1000 Genomes	AMR	PUR	AMR
HG00638	HG00638	1000 Genomes	AMR	PUR	AMR
HG00639	HG00639	1000 Genomes	AMR	PUR	AMR
HG00640	HG00640	1000 Genomes	AMR	PUR	AMR
HG00641	HG00641	1000 Genomes	AMR	PUR	AMR
HG00642	HG00642	1000 Genomes	AMR	PUR	AMR
HG00650	HG00650	1000 Genomes	EAS	CHS	EAS
HG00651	HG00651	1000 Genomes	EAS	CHS	EAS
HG00652	HG00652	1000 Genomes	EAS	CHS	EAS
HG00653	HG00653	1000 Genomes	EAS	CHS	EAS
HG00654	HG00654	1000 Genomes	EAS	CHS	EAS
HG00655	HG00655	1000 Genomes	EAS	CHS	EAS
HG00656	HG00656	1000 Genomes	EAS	CHS	EAS
HG00657	HG00657	1000 Genomes	EAS	CHS	EAS
HG00658	HG00658	1000 Genomes	EAS	CHS	EAS
HG00662	HG00662	1000 Genomes	EAS	CHS	EAS
HG00663	HG00663	1000 Genomes	EAS	CHS	EAS
HG00664	HG00664	1000 Genomes	EAS	CHS	EAS
HG00671	HG00671	1000 Genomes	EAS	CHS	EAS
HG00672	HG00672	1000 Genomes	EAS	CHS	EAS
HG00673	HG00673	1000 Genomes	EAS	CHS	EAS
HG00674	HG00674	1000 Genomes	EAS	CHS	EAS
HG00675	HG00675	1000 Genomes	EAS	CHS	EAS
HG00683	HG00683	1000 Genomes	EAS	CHS	EAS
HG00684	HG00684	1000 Genomes	EAS	CHS	EAS
HG00685	HG00685	1000 Genomes	EAS	CHS	EAS
HG00689	HG00689	1000 Genomes	EAS	CHS	EAS
HG00690	HG00690	1000 Genomes	EAS	CHS	EAS
HG00691	HG00691	1000 Genomes	EAS	CHS	EAS
HG00692	HG00692	1000 Genomes	EAS	CHS	EAS
HG00693	HG00693	1000 Genomes	EAS	CHS	EAS
HG00694	HG00694	1000 Genomes	EAS	CHS	EAS
HG00698	HG00698	1000 Genomes	EAS	CHS	EAS
HG00699	HG00699	1000 Genomes	EAS	CHS	EAS
HG00700	HG00700	1000 Genomes	EAS	CHS	EAS
HG00701	HG00701	1000 Genomes	EAS	CHS	EAS
HG00702	HG00702	1000 Genomes	EAS	CHS	EAS
HG00703	HG00703	1000 Genomes	EAS	CHS	EAS
HG00704	HG00704	1000 Genomes	EAS	CHS	EAS
HG00705	HG00705	1000 Genomes	EAS	CHS	EAS
HG00706	HG00706	1000 Genomes	EAS	CHS	EAS
HG00707	HG00707	1000 Genomes	EAS	CHS	EAS
HG00708	HG00708	1000 Genomes	EAS	CHS	EAS
HG00709	HG00709	1000 Genomes	EAS	CHS	EAS
HG00717	HG00717	1000 Genomes	EAS	CHS	EAS
HG00728	HG00728	1000 Genomes	EAS	CHS	EAS
HG00729	HG00729	1000 Genomes	EAS	CHS	EAS
HG00734	HG00734	1000 Genomes	AMR	PUR	AMR
HG00735	HG00735	1000 Genomes	AMR	PUR	AMR
HG00739	HG00739	1000 Genomes	AMR	PUR	AMR
HG00740	HG00740	1000 Genomes	AMR	PUR	AMR
HG00741	HG00741	1000 Genomes	AMR	PUR	AMR
HG00742	HG00742	1000 Genomes	AMR	PUR	AMR
HG00743	HG00743	1000 Genomes	AMR	PUR	AMR
HG00759	HG00759	1000 Genomes	EAS	CDX	EAS
HG00766	HG00766	1000 Genomes	EAS	CDX	EAS
HG00844	HG00844	1000 Genomes	EAS	CDX	EAS
HG00851	HG00851	1000 Genomes	EAS	CDX	EAS
HG00864	HG00864	1000 Genomes	EAS	CDX	EAS
HG00867	HG00867	1000 Genomes	EAS	CDX	EAS
HG00879	HG00879	1000 Genomes	EAS	CDX	EAS
HG00881	HG00881	1000 Genomes	EAS	CDX	EAS
HG00956	HG00956	1000 Genomes	EAS	CDX	EAS
HG00978	HG00978	1000 Genomes	EAS	CDX	EAS
HG00982	HG00982	1000 Genomes	EAS	CDX	EAS
HG01028	HG01028	1000 Genomes	EAS	CDX	EAS
HG01029	HG01029	1000 Genomes	EAS	CDX	EAS
HG01031	HG01031	1000 Genomes	EAS	CDX	EAS
HG01046	HG01046	1000 Genomes	EAS	CDX	EAS
HG01047	HG01047	1000 Genomes	AMR	PUR	AMR
HG01048	HG01048	1000 Genomes	AMR	PUR	AMR
HG01049	HG01049	1000 Genomes	AMR	PUR	AMR
HG01050	HG01050	1000 Genomes	AMR	PUR	AMR
HG01051	HG01051	1000 Genomes	AMR	PUR	AMR
HG01052	HG01052	1000 Genomes	AMR	PUR	AMR
HG01053	HG01053	1000 Genomes	AMR	PUR	AMR
HG01054	HG01054	1000 Genomes	AMR	PUR	AMR
HG01055	HG01055	1000 Genomes	AMR	PUR	AMR
HG01056	HG01056	1000 Genomes	AMR	PUR	AMR
HG01058	HG01058	1000 Genomes	AMR	PUR	AMR
HG01060	HG01060	1000 Genomes	AMR	PUR	AMR
HG01061	HG01061	1000 Genomes	AMR	PUR	AMR
HG01062	HG01062	1000 Genomes	AMR	PUR	AMR
HG01063	HG01063	1000 Genomes	AMR	PUR	AMR
HG01064	HG01064	1000 Genomes	AMR	PUR	AMR
HG01066	HG01066	1000 Genomes	AMR	PUR	AMR
HG01067	HG01067	1000 Genomes	AMR	PUR	AMR
HG01068	HG01068	1000 Genomes	AMR	PUR	AMR
HG01069	HG01069	1000 Genomes	AMR	PUR	AMR
HG01070	HG01070	1000 Genomes	AMR	PUR	AMR
HG01071	HG01071	1000 Genomes	AMR	PUR	AMR
HG01072	HG01072	1000 Genomes	AMR	PUR	AMR
HG01073	HG01073	1000 Genomes	AMR	PUR	AMR
HG01074	HG01074	1000 Genomes	AMR	PUR	AMR
HG01075	HG01075	1000 Genomes	AMR	PUR	AMR
HG01077	HG01077	1000 Genomes	AMR	PUR	AMR
HG01079	HG01079	1000 Genomes	AMR	PUR	AMR
HG01080	HG01080	1000 Genomes	AMR	PUR	AMR
HG01081	HG01081	1000 Genomes	AMR	PUR	AMR
HG01082	HG01082	1000 Genomes	AMR	PUR	AMR
HG01083	HG01083	1000 Genomes	AMR	PUR	AMR
HG01084	HG01084	1000 Genomes	AMR	PUR	AMR
HG01085	HG01085	1000 Genomes	AMR	PUR	AMR
HG01086	HG01086	1000 Genomes	AMR	PUR	AMR
HG01087	HG01087	1000 Genomes	AMR	PUR	AMR
HG01088	HG01088	1000 Genomes	AMR	PUR	AMR
HG01089	HG01089	1000 Genomes	AMR	PUR	AMR
HG01092	HG01092	1000 Genomes	AMR	PUR	AMR
HG01094	HG01094	1000 Genomes	AMR	PUR	AMR
HG01095	HG01095	1000 Genomes	AMR	PUR	AMR
HG01096	HG01096	1000 Genomes	AMR	PUR	AMR
HG01097	HG01097	1000 Genomes	AMR	PUR	AMR
HG01098	HG01098	1000 Genomes	AMR	PUR	AMR
HG01099	HG01099	1000 Genomes	AMR	PUR	AMR
HG01100	HG01100	1000 Genomes	AMR	PUR	AMR
HG01101	HG01101	1000 Genomes	AMR	PUR	AMR
HG01102	HG01102	1000 Genomes	AMR	PUR	AMR
HG01103	HG01103	1000 Genomes	AMR	PUR	AMR
HG01104	HG01104	1000 Genomes	AMR	PUR	AMR
HG01105	HG01105	1000 Genomes	AMR	PUR	AMR
HG01106	HG01106	1000 Genomes	AMR	PUR	AMR
HG01107	HG01107	1000 Genomes	AMR	PUR	AMR
HG01108	HG01108	1000 Genomes	AMR	PUR	AMR
HG01109	HG01109	1000 Genomes	AMR	PUR	AMR
HG01110	HG01110	1000 Genomes	AMR	PUR	AMR
HG01111	HG01111	1000 Genomes	AMR	PUR	AMR
HG01112	HG01112	1000 Genomes	AMR	CLM	AMR
HG01113	HG01113	1000 Genomes	AMR	CLM	AMR
HG01114	HG01114	1000 Genomes	AMR	CLM	AMR
HG01119	HG01119	1000 Genomes	AMR	CLM	AMR
HG01121	HG01121	1000 Genomes	AMR	CLM	AMR
HG01122	HG01122	1000 Genomes	AMR	CLM	AMR
HG01124	HG01124	1000 Genomes	AMR	CLM	AMR
HG01125	HG01125	1000 Genomes	AMR	CLM	AMR
HG01126	HG01126	1000 Genomes	AMR	CLM	AMR
HG01130	HG01130	1000 Genomes	AMR	CLM	AMR
HG01131	HG01131	1000 Genomes	AMR	CLM	AMR
HG01133	HG01133	1000 Genomes	AMR	CLM	AMR
HG01134	HG01134	1000 Genomes	AMR	CLM	AMR
HG01135	HG01135	1000 Genomes	AMR	CLM	AMR
HG01139	HG01139	1000 Genomes	AMR	CLM	AMR
HG01140	HG01140	1000 Genomes	AMR	CLM	AMR
HG01141	HG01141	1000 Genomes	AMR	CLM	AMR
HG01142	HG01142	1000 Genomes	AMR	CLM	AMR
HG01148	HG01148	1000 Genomes	AMR	CLM	AMR
HG01149	HG01149	1000 Genomes	AMR	CLM	AMR
HG01150	HG01150	1000 Genomes	AMR	CLM	AMR
HG01161	HG01161	1000 Genomes	AMR	PUR	AMR
HG01162	HG01162	1000 Genomes	AMR	PUR	AMR
HG01164	HG01164	1000 Genomes	AMR	PUR	AMR
HG01167	HG01167	1000 Genomes	AMR	PUR	AMR
HG01168	HG01168	1000 Genomes	AMR	PUR	AMR
HG01169	HG01169	1000 Genomes	AMR	PUR	AMR
HG01170	HG01170	1000 Genomes	AMR	PUR	AMR
HG01171	HG01171	1000 Genomes	AMR	PUR	AMR
HG01172	HG01172	1000 Genomes	AMR	PUR	AMR
HG01173	HG01173	1000 Genomes	AMR	PUR	AMR
HG01174	HG01174	1000 Genomes	AMR	PUR	AMR
HG01175	HG01175	1000 Genomes	AMR	PUR	AMR
HG01176	HG01176	1000 Genomes	AMR	PUR	AMR
HG01177	HG01177	1000 Genomes	AMR	PUR	AMR
HG01178	HG01178	1000 Genomes	AMR	PUR	AMR
HG01182	HG01182	1000 Genomes	AMR	PUR	AMR
HG01183	HG01183	1000 Genomes	AMR	PUR	AMR
HG01184	HG01184	1000 Genomes	AMR	PUR	AMR
HG01187	HG01187	1000 Genomes	AMR	PUR	AMR
HG01188	HG01188	1000 Genomes	AMR	PUR	AMR
HG01189	HG01189	1000 Genomes	AMR	PUR	AMR
HG01190	HG01190	1000 Genomes	AMR	PUR	AMR
HG01191	HG01191	1000 Genomes	AMR	PUR	AMR
HG01192	HG01192	1000 Genomes	AMR	PUR	AMR
HG01197	HG01197	1000 Genomes	AMR	PUR	AMR
HG01198	HG01198	1000 Genomes	AMR	PUR	AMR
HG01199	HG01199	1000 Genomes	AMR	PUR	AMR
HG01200	HG01200	1000 Genomes	AMR	PUR	AMR
HG01204	HG01204	1000 Genomes	AMR	PUR	AMR
HG01205	HG01205	1000 Genomes	AMR	PUR	AMR
HG01206	HG01206	1000 Genomes	AMR	PUR	AMR
HG01241	HG01241	1000 Genomes	AMR	PUR	AMR
HG01242	HG01242	1000 Genomes	AMR	PUR	AMR
HG01243	HG01243	1000 Genomes	AMR	PUR	AMR
HG01247	HG01247	1000 Genomes	AMR	PUR	AMR
HG01248	HG01248	1000 Genomes	AMR	PUR	AMR
HG01249	HG01249	1000 Genomes	AMR	PUR	AMR
HG01250	HG01250	1000 Genomes	AMR	CLM	AMR
HG01251	HG01251	1000 Genomes	AMR	CLM	AMR
HG01252	HG01252	1000 Genomes	AMR	CLM	AMR
HG01253	HG01253	1000 Genomes	AMR	CLM	AMR
HG01254	HG01254	1000 Genomes	AMR	CLM	AMR
HG01255	HG01255	1000 Genomes	AMR	CLM	AMR
HG01256	HG01256	1000 Genomes	AMR	CLM	AMR
HG01257	HG01257	1000 Genomes	AMR	CLM	AMR
HG01258	HG01258	1000 Genomes	AMR	CLM	AMR
HG01259	HG01259	1000 Genomes	AMR	CLM	AMR
HG01260	HG01260	1000 Genomes	AMR	CLM	AMR
HG01261	HG01261	1000 Genomes	AMR	CLM	AMR
HG01269	HG01269	1000 Genomes	AMR	CLM	AMR
HG01271	HG01271	1000 Genomes	AMR	CLM	AMR
HG01272	HG01272	1000 Genomes	AMR	CLM	AMR
HG01273	HG01273	1000 Genomes	AMR	CLM	AMR
HG01274	HG01274	1000 Genomes	AMR	CLM	AMR
HG01275	HG01275	1000 Genomes	AMR	CLM	AMR
HG01276	HG01276	1000 Genomes	AMR	CLM	AMR
HG01277	HG01277	1000 Genomes	AMR	CLM	AMR
HG01278	HG01278	1000 Genomes	AMR	CLM	AMR
HG01279	HG01279	1000 Genomes	AMR	CLM	AMR
HG01280	HG01280	1000 Genomes	AMR	CLM	AMR
HG01281	HG01281	1000 Genomes	AMR	CLM	AMR
HG01284	HG01284	1000 Genomes	AMR	CLM	AMR
HG01286	HG01286	1000 Genomes	AMR	PUR	AMR
HG01302	HG01302	1000 Genomes	AMR	PUR	AMR
HG01303	HG01303	1000 Genomes	AMR	PUR	AMR
HG01305	HG01305	1000 Genomes	AMR	PUR	AMR
HG01308	HG01308	1000 Genomes	AMR	PUR	AMR
HG01311	HG01311	1000 Genomes	AMR	PUR	AMR
HG01312	HG01312	1000 Genomes	AMR	PUR	AMR
HG01323	HG01323	1000 Genomes	AMR	PUR	AMR
HG01325	HG01325	1000 Genomes	AMR	PUR	AMR
HG01326	HG01326	1000 Genomes	AMR	PUR	AMR
HG01334	HG01334	1000 Genomes	EUR	GBR	EUR
HG01341	HG01341	1000 Genomes	AMR	CLM	AMR
HG01342	HG01342	1000 Genomes	AMR	CLM	AMR
HG01343	HG01343	1000 Genomes	AMR	CLM	AMR
HG01344	HG01344	1000 Genomes	AMR	CLM	AMR
HG01345	HG01345	1000 Genomes	AMR	CLM	AMR
HG01346	HG01346	1000 Genomes	AMR	CLM	AMR
HG01347	HG01347	1000 Genomes	AMR	CLM	AMR
HG01348	HG01348	1000 Genomes	AMR	CLM	AMR
HG01349	HG01349	1000 Genomes	AMR	CLM	AMR
HG01353	HG01353	1000 Genomes	AMR	CLM	AMR
HG01354	HG01354	1000 Genomes	AMR	CLM	AMR
HG01355	HG01355	1000 Genomes	AMR	CLM	AMR
HG01356	HG01356	1000 Genomes	AMR	CLM	AMR
HG01357	HG01357	1000 Genomes	AMR	CLM	AMR
HG01358	HG01358	1000 Genomes	AMR	CLM	AMR
HG01359	HG01359	1000 Genomes	AMR	CLM	AMR
HG01360	HG01360	1000 Genomes	AMR	CLM	AMR
HG01361	HG01361	1000 Genomes	AMR	CLM	AMR
HG01362	HG01362	1000 Genomes	AMR	CLM	AMR
HG01363	HG01363	1000 Genomes	AMR	CLM	AMR
HG01365	HG01365	1000 Genomes	AMR	CLM	AMR
HG01366	HG01366	1000 Genomes	AMR	CLM	AMR
HG01367	HG01367	1000 Genomes	AMR	CLM	AMR
HG01369	HG01369	1000 Genomes	AMR	CLM	AMR
HG01372	HG01372	1000 Genomes	AMR	CLM	AMR
HG01374	HG01374	1000 Genomes	AMR	CLM	AMR
HG01375	HG01375	1000 Genomes	AMR	CLM	AMR
HG01376	HG01376	1000 Genomes	AMR	CLM	AMR
HG01377	HG01377	1000 Genomes	AMR	CLM	AMR
HG01378	HG01378	1000 Genomes	AMR	CLM	AMR
HG01379	HG01379	1000 Genomes	AMR	CLM	AMR
HG01383	HG01383	1000 Genomes	AMR	CLM	AMR
HG01384	HG01384	1000 Genomes	AMR	CLM	AMR
HG01385	HG01385	1000 Genomes	AMR	CLM	AMR
HG01389	HG01389	1000 Genomes	AMR	CLM	AMR
HG01390	HG01390	1000 Genomes	AMR	CLM	AMR
HG01391	HG01391	1000 Genomes	AMR	CLM	AMR
HG01392	HG01392	1000 Genomes	AMR	PUR	AMR
HG01393	HG01393	1000 Genomes	AMR	PUR	AMR
HG01395	HG01395	1000 Genomes	AMR	PUR	AMR
HG01396	HG01396	1000 Genomes	AMR	PUR	AMR
HG01398	HG01398	1000 Genomes	AMR	PUR	AMR
HG01402	HG01402	1000 Genomes	AMR	PUR	AMR
HG01403	HG01403	1000 Genomes	AMR	PUR	AMR
HG01405	HG01405	1000 Genomes	AMR	PUR	AMR
HG01412	HG01412	1000 Genomes	AMR	PUR	AMR
HG01413	HG01413	1000 Genomes	AMR	PUR	AMR
HG01414	HG01414	1000 Genomes	AMR	PUR	AMR
HG01431	HG01431	1000 Genomes	AMR	CLM	AMR
HG01432	HG01432	1000 Genomes	AMR	CLM	AMR
HG01433	HG01433	1000 Genomes	AMR	CLM	AMR
HG01435	HG01435	1000 Genomes	AMR	CLM	AMR
HG01437	HG01437	1000 Genomes	AMR	CLM	AMR
HG01438	HG01438	1000 Genomes	AMR	CLM	AMR
HG01439	HG01439	1000 Genomes	AMR	CLM	AMR
HG01440	HG01440	1000 Genomes	AMR	CLM	AMR
HG01441	HG01441	1000 Genomes	AMR	CLM	AMR
HG01443	HG01443	1000 Genomes	AMR	CLM	AMR
HG01444	HG01444	1000 Genomes	AMR	CLM	AMR
HG01447	HG01447	1000 Genomes	AMR	CLM	AMR
HG01455	HG01455	1000 Genomes	AMR	CLM	AMR
HG01456	HG01456	1000 Genomes	AMR	CLM	AMR
HG01457	HG01457	1000 Genomes	AMR	CLM	AMR
HG01459	HG01459	1000 Genomes	AMR	CLM	AMR
HG01461	HG01461	1000 Genomes	AMR	CLM	AMR
HG01462	HG01462	1000 Genomes	AMR	CLM	AMR
HG01463	HG01463	1000 Genomes	AMR	CLM	AMR
HG01464	HG01464	1000 Genomes	AMR	CLM	AMR
HG01465	HG01465	1000 Genomes	AMR	CLM	AMR
HG01466	HG01466	1000 Genomes	AMR	CLM	AMR
HG01468	HG01468	1000 Genomes	AMR	CLM	AMR
HG01474	HG01474	1000 Genomes	AMR	CLM	AMR
HG01479	HG01479	1000 Genomes	AMR	CLM	AMR
HG01485	HG01485	1000 Genomes	AMR	CLM	AMR
HG01486	HG01486	1000 Genomes	AMR	CLM	AMR
HG01488	HG01488	1000 Genomes	AMR	CLM	AMR
HG01489	HG01489	1000 Genomes	AMR	CLM	AMR
HG01490	HG01490	1000 Genomes	AMR	CLM	AMR
HG01491	HG01491	1000 Genomes	AMR	CLM	AMR
HG01492	HG01492	1000 Genomes	AMR	CLM	AMR
HG01493	HG01493	1000 Genomes	AMR	CLM	AMR
HG01494	HG01494	1000 Genomes	AMR	CLM	AMR
HG01495	HG01495	1000 Genomes	AMR	CLM	AMR
HG01496	HG01496	1000 Genomes	AMR	CLM	AMR
HG01497	HG01497	1000 Genomes	AMR	CLM	AMR
HG01498	HG01498	1000 Genomes	AMR	CLM	AMR
HG01499	HG01499	1000 Genomes	AMR	CLM	AMR
HG01500	HG01500	1000 Genomes	EUR	IBS	EUR
HG01501	HG01501	1000 Genomes	EUR	IBS	EUR
HG01502	HG01502	1000 Genomes	EUR	IBS	EUR
HG01503	HG01503	1000 Genomes	EUR	IBS	EUR
HG01504	HG01504	1000 Genomes	EUR	IBS	EUR
HG01505	HG01505	1000 Genomes	EUR	IBS	EUR
HG01506	HG01506	1000 Genomes	EUR	IBS	EUR
HG01507	HG01507	1000 Genomes	EUR	IBS	EUR
HG01508	HG01508	1000 Genomes	EUR	IBS	EUR
HG01509	HG01509	1000 Genomes	EUR	IBS	EUR
HG01510	HG01510	1000 Genomes	EUR	IBS	EUR
HG01511	HG01511	1000 Genomes	EUR	IBS	EUR
HG01512	HG01512	1000 Genomes	EUR	IBS	EUR
HG01513	HG01513	1000 Genomes	EUR	IBS	EUR
HG01514	HG01514	1000 Genomes	EUR	IBS	EUR
HG01515	HG01515	1000 Genomes	EUR	IBS	EUR
HG01516	HG01516	1000 Genomes	EUR	IBS	EUR
HG01517	HG01517	1000 Genomes	EUR	IBS	EUR
HG01518	HG01518	1000 Genomes	EUR	IBS	EUR
HG01519	HG01519	1000 Genomes	EUR	IBS	EUR
HG01520	HG01520	1000 Genomes	EUR	IBS	EUR
HG01521	HG01521	1000 Genomes	EUR	IBS	EUR
HG01522	HG01522	1000 Genomes	EUR	IBS	EUR
HG01523	HG01523	1000 Genomes	EUR	IBS	EUR
HG01524	HG01524	1000 Genomes	EUR	IBS	EUR
HG01525	HG01525	1000 Genomes	EUR	IBS	EUR
HG01526	HG01526	1000 Genomes	EUR	IBS	EUR
HG01527	HG01527	1000 Genomes	EUR	IBS	EUR
HG01528	HG01528	1000 Genomes	EUR	IBS	EUR
HG01529	HG01529	1000 Genomes	EUR	IBS	EUR
HG01530	HG01530	1000 Genomes	EUR	IBS	EUR
HG01531	HG01531	1000 Genomes	EUR	IBS	EUR
HG01532	HG01532	1000 Genomes	EUR	IBS	EUR
HG01536	HG01536	1000 Genomes	EUR	IBS	EUR
HG01537	HG01537	1000 Genomes	EUR	IBS	EUR
HG01538	HG01538	1000 Genomes	EUR	IBS	EUR
HG01550	HG01550	1000 Genomes	AMR	CLM	AMR
HG01551	HG01551	1000 Genomes	AMR	CLM	AMR
HG01552	HG01552	1000 Genomes	AMR	CLM	AMR
HG01556	HG01556	1000 Genomes	AMR	CLM	AMR
HG01565	HG01565	1000 Genomes	AMR	PEL	AMR
HG01566	HG01566	1000 Genomes	AMR	PEL	AMR
HG01567	HG01567	1000 Genomes	AMR	PEL	AMR
HG01571	HG01571	1000 Genomes	AMR	PEL	AMR
HG01572	HG01572	1000 Genomes	AMR	PEL	AMR
HG01573	HG01573	1000 Genomes	AMR	PEL	AMR
HG01577	HG01577	1000 Genomes	AMR	PEL	AMR
HG01578	HG01578	1000 Genomes	AMR	PEL	AMR
HG01579	HG01579	1000 Genomes	AMR	PEL	AMR
HG01583	HG01583	1000 Genomes	SAS	PJL	CSA
HG01586	HG01586	1000 Genomes	SAS	PJL	CSA
HG01589	HG01589	1000 Genomes	SAS	PJL	CSA
HG01593	HG01593	1000 Genomes	SAS	PJL	CSA
HG01595	HG01595	1000 Genomes	EAS	KHV	EAS
HG01596	HG01596	1000 Genomes	EAS	KHV	EAS
HG01597	HG01597	1000 Genomes	EAS	KHV	EAS
HG01598	HG01598	1000 Genomes	EAS	KHV	EAS
HG01599	HG01599	1000 Genomes	EAS	KHV	EAS
HG01600	HG01600	1000 Genomes	EAS	KHV	EAS
HG01601	HG01601	1000 Genomes	EUR	IBS	EUR
HG01602	HG01602	1000 Genomes	EUR	IBS	EUR
HG01603	HG01603	1000 Genomes	EUR	IBS	EUR
HG01604	HG01604	1000 Genomes	EUR	IBS	EUR
HG01605	HG01605	1000 Genomes	EUR	IBS	EUR
HG01606	HG01606	1000 Genomes	EUR	IBS	EUR
HG01607	HG01607	1000 Genomes	EUR	IBS	EUR
HG01608	HG01608	1000 Genomes	EUR	IBS	EUR
HG01609	HG01609	1000 Genomes	EUR	IBS	EUR
HG01610	HG01610	1000 Genomes	EUR	IBS	EUR
HG01611	HG01611	1000 Genomes	EUR	IBS	EUR
HG01612	HG01612	1000 Genomes	EUR	IBS	EUR
HG01613	HG01613	1000 Genomes	EUR	IBS	EUR
HG01614	HG01614	1000 Genomes	EUR	IBS	EUR
HG01615	HG01615	1000 Genomes	EUR	IBS	EUR
HG01616	HG01616	1000 Genomes	EUR	IBS	EUR
HG01617	HG01617	1000 Genomes	EUR	IBS	EUR
HG01618	HG01618	1000 Genomes	EUR	IBS	EUR
HG01619	HG01619	1000 Genomes	EUR	IBS	EUR
HG01620	HG01620	1000 Genomes	EUR	IBS	EUR
HG01621	HG01621	1000 Genomes	EUR	IBS	EUR
HG01622	HG01622	1000 Genomes	EUR	IBS	EUR
HG01623	HG01623	1000 Genomes	EUR	IBS	EUR
HG01624	HG01624	1000 Genomes	EUR	IBS	EUR
HG01625	HG01625	1000 Genomes	EUR	IBS	EUR
HG01626	HG01626	1000 Genomes	EUR	IBS	EUR
HG01627	HG01627	1000 Genomes	EUR	IBS	EUR
HG01628	HG01628	1000 Genomes	EUR	IBS	EUR
HG01629	HG01629	1000 Genomes	EUR	IBS	EUR
HG01630	HG01630	1000 Genomes	EUR	IBS	EUR
HG01631	HG01631	1000 Genomes	EUR	IBS	EUR
HG01632	HG01632	1000 Genomes	EUR	IBS	EUR
HG01633	HG01633	1000 Genomes	EUR	IBS	EUR
HG01667	HG01667	1000 Genomes	EUR	IBS	EUR
HG01668	HG01668	1000 Genomes	EUR	IBS	EUR
HG01669	HG01669	1000 Genomes	EUR	IBS	EUR
HG01670	HG01670	1000 Genomes	EUR	IBS	EUR
HG01671	HG01671	1000 Genomes	EUR	IBS	EUR
HG01672	HG01672	1000 Genomes	EUR	IBS	EUR
HG01673	HG01673	1000 Genomes	EUR	IBS	EUR
HG01674	HG01674	1000 Genomes	EUR	IBS	EUR
HG01675	HG01675	1000 Genomes	EUR	IBS	EUR
HG01676	HG01676	1000 Genomes	EUR	IBS	EUR
HG01677	HG01677	1000 Genomes	EUR	IBS	EUR
HG01678	HG01678	1000 Genomes	EUR	IBS	EUR
HG01679	HG01679	1000 Genomes	EUR	IBS	EUR
HG01680	HG01680	1000 Genomes	EUR	IBS	EUR
HG01681	HG01681	1000 Genomes	EUR	IBS	EUR
HG01682	HG01682	1000 Genomes	EUR	IBS	EUR
HG01683	HG01683	1000 Genomes	EUR	IBS	EUR
HG01684	HG01684	1000 Genomes	EUR	IBS	EUR
HG01685	HG01685	1000 Genomes	EUR	IBS	EUR
HG01686	HG01686	1000 Genomes	EUR	IBS	EUR
HG01687	HG01687	1000 Genomes	EUR	IBS	EUR
HG01694	HG01694	1000 Genomes	EUR	IBS	EUR
HG01695	HG01695	1000 Genomes	EUR	IBS	EUR
HG01696	HG01696	1000 Genomes	EUR	IBS	EUR
HG01697	HG01697	1000 Genomes	EUR	IBS	EUR
HG01698	HG01698	1000 Genomes	EUR	IBS	EUR
HG01699	HG01699	1000 Genomes	EUR	IBS	EUR
HG01700	HG01700	1000 Genomes	EUR	IBS	EUR
HG01701	HG01701	1000 Genomes	EUR	IBS	EUR
HG01702	HG01702	1000 Genomes	EUR	IBS	EUR
HG01703	HG01703	1000 Genomes	EUR	IBS	EUR
HG01704	HG01704	1000 Genomes	EUR	IBS	EUR
HG01705	HG01705	1000 Genomes	EUR	IBS	EUR
HG01706	HG01706	1000 Genomes	EUR	IBS	EUR
HG01707	HG01707	1000 Genomes	EUR	IBS	EUR
HG01708	HG01708	1000 Genomes	EUR	IBS	EUR
HG01709	HG01709	1000 Genomes	EUR	IBS	EUR
HG01710	HG01710	1000 Genomes	EUR	IBS	EUR
HG01711	HG01711	1000 Genomes	EUR	IBS	EUR
HG01746	HG01746	1000 Genomes	EUR	IBS	EUR
HG01747	HG01747	1000 Genomes	EUR	IBS	EUR
HG01748	HG01748	1000 Genomes	EUR	IBS	EUR
HG01755	HG01755	1000 Genomes	EUR	IBS	EUR
HG01756	HG01756	1000 Genomes	EUR	IBS	EUR
HG01757	HG01757	1000 Genomes	EUR	IBS	EUR
HG01761	HG01761	1000 Genomes	EUR	IBS	EUR
HG01762	HG01762	1000 Genomes	EUR	IBS	EUR
HG01763	HG01763	1000 Genomes	EUR	IBS	EUR
HG01765	HG01765	1000 Genomes	EUR	IBS	EUR
HG01766	HG01766	1000 Genomes	EUR	IBS	EUR
